ID,Room Num,Floor,Description,Wing,Department
3307,ADL20014,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3308,ADL20015,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3309,ADL20016,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3310,ADL20017,2,CORRIDOR,2ND FLOOR EAST WING,WARD 21
3311,ADL20018,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 21
3312,ADL20019,2,6 BED BAY,2ND FLOOR EAST WING,WARD 21
3313,ADL20020,2,WARD 21 MAIN RECEPTION,2ND FLOOR EAST WING,WARD 21
3314,ADL20021,2,6 BED BAY,2ND FLOOR EAST WING,WARD 21
3315,ADL20022,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 21
3316,ADL20023,2,WC,2ND FLOOR EAST WING,WARD 21
3317,ADL20024,2,BATH,2ND FLOOR EAST WING,WARD 21
3318,ADL20025,2,CUPBOARD ELECTRIC,2ND FLOOR EAST WING,WARD 21
3319,ADL20026,2,STORE,2ND FLOOR EAST WING,WARD 21
3320,ADL20027,2,DAY ROOM,2ND FLOOR EAST WING,WARD 21
3321,ADL20028,2,STORE ROOM,2ND FLOOR EAST WING,WARD 21
3322,ADL20029,2,DIRTY UTILITY,2ND FLOOR EAST WING,WARD 21
3323,ADL20030,2,TREATMENT,2ND FLOOR EAST WING,WARD 21
3324,ADL20031,2,CLEAN UTILITY,2ND FLOOR EAST WING,WARD 21
3325,ADL20032,2,BEVERAGE BAY,2ND FLOOR EAST WING,WARD 21
3326,ADL20033,2,BATH,2ND FLOOR EAST WING,WARD 21
3327,ADL20034,2,WC,2ND FLOOR EAST WING,WARD 21
3328,ADL20035,2,CORRIDOR,2ND FLOOR EAST WING,WARD 21
3329,ADL20036,2,SLUICE,2ND FLOOR EAST WING,WARD 21
3330,ADL20037,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 21
3331,ADL20038,2,4 BED BAY,2ND FLOOR EAST WING,WARD 21
3332,ADL20039,2,NURSES BASE,2ND FLOOR EAST WING,WARD 21
3333,ADL20040,2,4 BED BAY,2ND FLOOR EAST WING,WARD 21
3334,ADL20041,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 21
3335,ADL20042,2,OFFICE,2ND FLOOR EAST WING,WARD 21
3336,ADL20043,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3337,ADL20044,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3338,ADL20045,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3339,ADL20046,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3340,ADL20047,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3341,ADL20048,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3342,ADL20049,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3343,ADL20050,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3344,ADL20051,2,CORRIDOR,2ND FLOOR EAST WING,WARD 20
3345,ADL20052,2,OFFICE,2ND FLOOR EAST WING,WARD 20
3346,ADL20053,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 20
3347,ADL20054,2,4 BED BAY,2ND FLOOR EAST WING,WARD 20
3348,ADL20055,2,NURSES BASE,2ND FLOOR EAST WING,WARD 20
3349,ADL20056,2,4 BED BAY,2ND FLOOR EAST WING,WARD 20
3350,ADL20057,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 20
3351,ADL20058,2,SLUICE,2ND FLOOR EAST WING,WARD 20
3352,ADL20059,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3353,ADL20060,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3354,ADL20061,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3355,ADL20062,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3356,ADL20063,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3357,ADL20064,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3358,ADL20065,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3359,ADL20066,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3360,ADL20067,2,CORRIDOR,2ND FLOOR EAST WING,WARD 20
3361,ADL20068,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 20
3362,ADL20069,2,6 BED BAY,2ND FLOOR EAST WING,WARD 20
3363,ADL20070,2,WARD 20 MAIN RECEPTION,2ND FLOOR EAST WING,WARD 20
3364,ADL20071,2,6 BED BAY,2ND FLOOR EAST WING,WARD 20
3365,ADL20072,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 20
3366,ADL20073,2,WC,2ND FLOOR EAST WING,WARD 20
3367,ADL20074,2,BATH,2ND FLOOR EAST WING,WARD 20
3368,ADL20075,2,BEVERAGE BAY,2ND FLOOR EAST WING,WARD 20
3369,ADL20076,2,CLEAN UTILITY,2ND FLOOR EAST WING,WARD 20
3370,ADL20077,2,TREATMENT,2ND FLOOR EAST WING,WARD 20
3371,ADL20078,2,DIRTY UTILITY,2ND FLOOR EAST WING,WARD 20
3372,ADL20079,2,STORE,2ND FLOOR EAST WING,WARD 20
3373,ADL20080,2,DAY ROOM,2ND FLOOR EAST WING,WARD 20
3374,ADL20081,2,STORE,2ND FLOOR EAST WING,WARD 20
3375,ADL20082,2,CUPBOARD ELECTRIC,2ND FLOOR EAST WING,WARD 20
3376,ADL20083,2,BATH,2ND FLOOR EAST WING,WARD 20
3377,ADL20084,2,WC,2ND FLOOR EAST WING,WARD 20
3378,ADL20085,2,CORRIDOR,2ND FLOOR EAST WING,WARD 20
3379,ADL20086,2,SLUICE,2ND FLOOR EAST WING,WARD 20
3380,ADL20087,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 20
3381,ADL20088,2,4 BED BAY,2ND FLOOR EAST WING,WARD 20
3382,ADL20089,2,NURSES BASE,2ND FLOOR EAST WING,WARD 20
3383,ADL20090,2,4 BED BAY,2ND FLOOR EAST WING,WARD 20
3384,ADL20091,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 20
3385,ADL20092,2,OFFICE,2ND FLOOR EAST WING,WARD 20
3386,ADL20093,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3387,ADL20094,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3388,ADL20095,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3389,ADL20096,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3390,ADL20097,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3391,ADL20098,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3392,ADL20099,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3393,ADL20100,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3394,ADL20101,2,CORRIDOR,2ND FLOOR EAST WING,WARD 20
3395,ADL20102,2,WC,2ND FLOOR EAST WING,WARD 20
3396,ADL20103,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 20
3397,ADL20104,2,4 BED BAY,2ND FLOOR EAST WING,WARD 20
3398,ADL20105,2,NURSES BASE,2ND FLOOR EAST WING,WARD 20
3399,ADL20106,2,CORRIDOR,2ND FLOOR EAST WING,WARD 20
3400,ADL20107,2,CLEANER,2ND FLOOR EAST WING,WARD 20
3401,ADL20108,2,KITCHEN REGEN,2ND FLOOR EAST WING,WARD 20
3402,ADL20109,2,LINEN,2ND FLOOR EAST WING,WARD 20
3403,ADL20110,2,DIRTY HOLDING,2ND FLOOR EAST WING,WARD 20
3404,ADL20111,2,SEMINAR ROOM,2ND FLOOR EAST WING,WARD 20
3405,ADL20112,2,RISER CUPBOARD E/C/2/2,2ND FLOOR EAST WING,WARD 20
3406,ADL20113,2,RISER CUPBOARD M/C/5/2,2ND FLOOR EAST WING,WARD 20
3407,ADL20114,2,WC,2ND FLOOR EAST WING,WARD 20
3408,ADL20115,2,WAITING AREA,2ND FLOOR EAST WING,WARD 20
3409,ADL20116,2,OFFICE WARD MANAGER,2ND FLOOR EAST WING,WARD 20
3410,ADL20117,2,REPORT OFFICE,2ND FLOOR EAST WING,WARD 20
3411,ADL20118,2,CHANGING,2ND FLOOR EAST WING,WARD 20
3412,ADL20119,2,UNIFORM HOLD,2ND FLOOR EAST WING,WARD 20
3413,ADL20120,2,CHANGING,2ND FLOOR EAST WING,WARD 20
3414,ADL20121,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3415,ADL20122,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3416,ADL20123,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 20
3417,ADL20124,2,ENSUITE,2ND FLOOR EAST WING,WARD 20
3418,ADL20125,2,OFFICE DOCTORS,2ND FLOOR EAST WING,WARD 20
3419,ADL20126,2,CORRIDOR,2ND FLOOR EAST WING,WARD 21
3420,ADL20127,2,OFFICE,2ND FLOOR EAST WING,WARD 21
3421,ADL20128,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3422,ADL20129,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3423,ADL20130,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3424,ADL20131,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3425,ADL20132,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3426,ADL20133,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3427,ADL20136,2,SINGLE ROOM,2ND FLOOR EAST WING,WARD 21
3428,ADL20137,2,ENSUITE,2ND FLOOR EAST WING,WARD 21
3429,ADL20138,2,REPORT OFFICE,2ND FLOOR EAST WING,WARD 21
3430,ADL20139,2,WAITING AREA,2ND FLOOR EAST WING,WARD 21
3431,ADL20140,2,OFFICE WARD MANAGER,2ND FLOOR EAST WING,WARD 21
3432,ADL20141,2,WC,2ND FLOOR EAST WING,WARD 21
3433,ADL20142,2,RISER CUPBOARD M/C/4/2,2ND FLOOR EAST WING,WARD 21
3434,ADL20143,2,RISER CUPBOARD E/C/1/2,2ND FLOOR EAST WING,WARD 21
3435,ADL20144,2,THERAPY ROOM,2ND FLOOR EAST WING,WARD 21
3436,ADL20145,2,SEMINAR ROOM,2ND FLOOR EAST WING,WARD 21
3437,ADL20146,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 21
3438,ADL20147,2,4 BED BAY,2ND FLOOR EAST WING,WARD 21
3439,ADL20148,2,NURSES BASE,2ND FLOOR EAST WING,WARD 21
3440,ADL20149,2,4 BED BAY,2ND FLOOR EAST WING,WARD 21
3441,ADL20150,2,SHOWER / WC,2ND FLOOR EAST WING,WARD 21
3442,ADL20151,2,WC,2ND FLOOR EAST WING,WARD 21
3443,ADL20152,2,CORRIDOR,2ND FLOOR EAST WING,WARD 20
3444,ADL20153,2,LOBBY,2ND FLOOR EAST WING,WARD 20
3445,ADL20154,2,RISER CUPBOARD M/C/7/2,2ND FLOOR EAST WING,WARD 20
3446,ADL20155,2,RISER CUPBOARD M/C/8/2,2ND FLOOR EAST WING,WARD 20
3447,ADL20156,2,RISER CUPBOARD M/C/3/2,2ND FLOOR EAST WING,ADMIN
3448,ADL20157,2,CUPBOARD ELECTRIC,2ND FLOOR EAST WING,WARD 20
3449,ADL20158,2,LARDER,2ND FLOOR EAST WING,WARD 20
3450,ADM20001,2,CORRIDOR,2ND FLOOR EAST WING,ADMIN
3451,ADM20002,2,TECH.CONT / EQUIP,2ND FLOOR EAST WING,ADMIN
3452,ADM20003,2,CLINICAL ROOM,2ND FLOOR EAST WING,ADMIN
3453,ADM20004,2,CLINICAL ROOM,2ND FLOOR EAST WING,ADMIN
3454,ADM20005,2,TECH.CONT / EQUIP,2ND FLOOR EAST WING,ADMIN
3455,ADM20006,2,OFFICE,2ND FLOOR EAST WING,ADMIN
3456,ADM20007,2,OFFICE,2ND FLOOR EAST WING,ADMIN
3457,ADM20008,2,WAITING,2ND FLOOR EAST WING,SOCIAL SERVICES
3458,ADM20009,2,OFFICE,2ND FLOOR EAST WING,SOCIAL SERVICES
3459,ADM20010,2,STAFF MEET ROOM,2ND FLOOR EAST WING,SOCIAL SERVICES
3460,ADM20011,2,OFFICE,2ND FLOOR EAST WING,SOCIAL SERVICES
3461,ADM20012,2,OFFICE,2ND FLOOR EAST WING,SOCIAL SERVICES
3462,ADM20013,2,OFFICE,2ND FLOOR EAST WING,SOCIAL SERVICES
3463,ADM20014,2,OFFICE,2ND FLOOR EAST WING,SOCIAL SERVICES
3464,ADM20015,2,PHOTO / FAX ROOM,2ND FLOOR EAST WING,SOCIAL SERVICES
3465,ADM20016,2,INTERVIEW,2ND FLOOR EAST WING,SOCIAL SERVICES
3466,ADM20017,2,CORRIDOR,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3467,ADM20018,2,WC DISABLED,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3468,ADM20019,2,SECRETARY,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3469,ADM20020,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3470,ADM20021,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3471,ADM20022,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3472,ADM20023,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3473,ADM20024,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3474,ADM20025,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3475,ADM20026,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3476,ADM20027,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3477,ADM20028,2,CONSULT OFFICE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3478,ADM20029,2,MEETING SPACE,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3479,ADM20030,2,WC,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3480,ADM20031,2,WC,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3481,ADM20032,2,CLEANER,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3482,ADM20033,2,CUPBOARD ELECTRIC,2ND FLOOR EAST WING,EAST WING CLINICAL ADMIN
3483,ADM20034,2,RISER CUPBOARD M/C/6/2,2ND FLOOR EAST WING,MEDICAL ADMIN
3484,ADM20035,2,CORRIDOR,2ND FLOOR EAST WING,MEDICAL ADMIN
3485,ADM20036,2,TECH/ EQUIP. CONT ROOM,2ND FLOOR EAST WING,MEDICAL ADMIN
3486,ADM20037,2,CLINICAL ROOM,2ND FLOOR EAST WING,MEDICAL ADMIN
3487,ADM20038,2,CLINICAL ROOM,2ND FLOOR EAST WING,MEDICAL ADMIN
3488,ADM20039,2,TECH/ EQUIP. CONT ROOM,2ND FLOOR EAST WING,MEDICAL ADMIN
3489,ADM20040,2,OFFICE,2ND FLOOR EAST WING,MEDICAL ADMIN
3490,ADN20001,2,WC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3491,ADN20002,2,WC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3492,ADN20003,2,CORRIDOR,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3493,ADN20004,2,BEV BAY,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3494,ADN20005,2,WC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3495,ADN20006,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3496,ADN20007,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3497,ADN20008,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3498,ADN20009,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3499,ADN20010,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3500,ADN20011,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3501,ADN20012,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3502,ADN20013,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3503,ADN20014,2,CUPBOARD ELECTRIC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3504,ADN20015,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3505,ADN20016,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3506,ADN20017,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3507,ADN20018,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3508,ADN20019,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3509,ADN20020,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3510,ADN20021,2,WC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3511,ADN20022,2,CLEANER,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3512,ADN20023,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3513,ADN20024,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3514,ADN20025,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3515,ADN20026,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3516,ADN20027,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3517,ADN20028,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3518,ADN20029,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3519,ADN20030,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3520,ADN20031,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3521,ADN20032,2,OFFICE,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3522,ADN20033,2,CORRIDOR,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3523,ADN20034,2,CORRIDOR,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3524,ADN20035,2,WC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3525,ADN20036,2,WC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3526,ADN20037,2,LOBBY,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3527,ADN20038,2,LOBBY,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3528,ADP20001,2,CORRIDOR,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3529,ADP20002,2,RISER CUPBOARD M/B/9/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3530,ADP20003,2,RISER CUPBOARD M/B/10/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3531,ADP20004,2,STORE WARD SUPPLIES,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3532,ADP20005,2,RISER CUPBOARD G/B/3/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3533,ADP20006,2,LOBBY,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3534,ADP20007,2,RISER CUPBOARD E/B/4/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3535,ADP20008,2,CUPBOARD ELECTRIC,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3536,ADP20009,2,LINEN,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3537,ADP20010,2,STAFF REST,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3538,ADP20011,2,STORE WARD EQUIPMENT,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3539,ADP20012,2,RISER CUPBOARD G/C/1/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3540,ADP20013,2,KITCHEN REGEN,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3541,ADP20014,2,LARDER,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3542,ADP20015,2,RISER CUPBOARD A/C/1/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3543,ADP20016,2,LOBBY,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3544,ADP20017,2,RISER CUPBOARD G/C/2/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3545,ADP20018,2,RISER CUPBOARD M/C/1/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3546,ADP20019,2,RISER CUPBOARD M/C/2/2,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3547,ADP20020,2,CLEANER,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3548,ADP20021,2,DIRTY HOLD,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3549,ADP20022,2,FM OPERATIONS HUB,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3550,ADP20023,2,CHANGE FEMALE,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3551,ADP20024,2,WC FEMALE,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3552,ADP20025,2,WC/SHOWER FEMALE DISABLED,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3553,ADP20027,2,UNIFORM HOLD,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3554,ADP20028,2,CHANGE MALE,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3555,ADP20029,2,WC MALE,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3556,ADP20030,2,WC/SHOWER MALE DISABLED,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3557,ADP20032,2,CLEANER,2ND FLOOR EAST WING,EAST WING 2ND ZONAL HUB
3558,ADR20035,2,WC DISABLED,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3559,ADR20036,2,SECRETARIES,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3560,ADR20037,2,CONSULTING ROOM,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3561,ADR20038,2,CONSULTING ROOM,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3562,ADR20039,2,WAITING,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3563,ADR20040,2,SEMINAR,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3564,ADR20041,2,CORRIDOR,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3565,ADR20042,2,OFFICE STUDENT DIETICIANS,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3566,ADR20043,2,CUPBOARD ELECTRIC,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3567,ADR20044,2,WC STAFF,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3568,ADR20045,2,OFFICE DIETICIANS,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3569,ADR20046,2,OFFICE CHIEF DIETICIAN,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3570,ADR20047,2,CLEANER,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3571,ADR20048,2,OFFICE DISTRICT DIETICIAN,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3572,ADR20049,2,OFFICE COMMUNITY DIETICIAN,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3573,ADR20050,2,DUCT,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3574,ADR20051,2,STORE DOCUMENTS,2ND FLOOR ROTUNDA,ROTUNDA SECOND FLOOR
3575,ADS10001,1,CORRIDOR,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3576,ADS10002,1,DIRTY HOLD,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3577,ADS10003,1,ON-CALL,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3578,ADS10004,1,ENSUITE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3579,ADS10005,1,ON-CALL,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3580,ADS10006,1,ENSUITE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3581,ADS10007,1,ON-CALL,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3582,ADS10008,1,ENSUITE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3583,ADS10009,1,ON-CALL,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3584,ADS10010,1,ENSUITE,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3585,ADS10011,1,OFFICE SISTERS,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3586,ADS10012,1,OFFICE MANAGERS,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3587,ADS10013,1,OFFICE DOCTORS,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3588,ADS10014,1,STAFF REST / HANDOVER,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3589,ADS10015,1,FM OPERATIVES HUB,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3590,ADS10016,1,LOBBY,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3591,ADS10017,1,IT HUB,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3592,ADS10018,1,KITCHEN REGEN,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3593,ADS10019,1,LINEN,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3594,ADS10020,1,CORRIDOR,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3595,ADS10021,1,RISER CUPBOARD E/B/4/1,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3596,ADS10022,1,RISER CUPBOARD G/B/3/1,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3597,ADS10023,1,UNIFORM COLLECTION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3598,ADS10024,1,RECEPTION,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3599,ADS10025,1,OFFICE ANAESTHETICS,1ST FLOOR CENTRAL,MAIN THEATRE SUITE
3600,ADS10026,1,FEMALE STAFF CHANGE,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3601,ADS10027,1,WC /SHOWER,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3602,ADS10028,1,WC,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3603,ADS10029,1,UNIFORM,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3604,ADS10030,1,WC,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3605,ADS10031,1,CORRIDOR,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3606,ADS10032,1,CLEANER,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3607,ADS10033,1,RISER CUPBOARD M/C/2/1,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3608,ADS10034,1,RISER CUPBOARD M/C/1/1,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3609,ADS10035,1,RISER CUPBOARD G/C/2/1,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
3610,ADS10036,1,RISER CUPBOARD A/C/1/1,1ST FLOOR EAST WING,EAST WING 1ST ZONAL HUB
